old_path,new_path,phase,data_layer,role,reason,update_required
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/愛三工業株式会社__400001985__rep1__gas1.json,data/interim/unclear/400001985_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/400001985_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/愛知製鋼株式会社__400004029__rep1__gas1.json,data/interim/unclear/400004029_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/400004029_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/戸田建設株式会社__985456201__rep1__gas1.json,data/interim/unclear/985456201_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985456201_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/新日本電工株式会社__985670407__rep1__gas1.json,data/interim/unclear/985670407_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985670407_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/日本ゼオン株式会社__985660302__rep1__gas1.json,data/interim/unclear/985660302_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985660302_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/日本冶金工業株式会社__985681204__rep1__gas1.json,data/interim/unclear/985681204_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985681204_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/日本特殊陶業株式会社__400108551__rep1__gas1.json,data/interim/unclear/400108551_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/400108551_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/日本紙パルプ商事株式会社__985642304__rep1__gas1.json,data/interim/unclear/985642304_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985642304_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/日本製紙株式会社__985313100__rep1__gas1.json,data/interim/unclear/985313100_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985313100_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/日本製鉄株式会社__985336900__rep1__gas1.json,data/interim/unclear/985336900_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985336900_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/日本軽金属ホールディングス株式会社__985646205__rep1__gas1.json,data/interim/unclear/985646205_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985646205_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/日本郵船株式会社__985681705__rep1__gas1.json,data/interim/unclear/985681705_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985681705_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/日東電工株式会社__580064771__rep1__gas1.json,data/interim/unclear/580064771_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/580064771_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/日油株式会社__985681302__rep1__gas1.json,data/interim/unclear/985681302_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985681302_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/日産化学株式会社__985612501__rep1__gas1.json,data/interim/unclear/985612501_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985612501_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/日産自動車株式会社__985612708__rep1__gas1.json,data/interim/unclear/985612708_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985612708_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/日立建機株式会社__985710807__rep1__gas1.json,data/interim/unclear/985710807_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985710807_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/日野自動車株式会社__985712409__rep1__gas1.json,data/interim/unclear/985712409_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985712409_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/旭化成株式会社__580004915__rep1__gas1.json,data/interim/unclear/580004915_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/580004915_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/明治ホールディングス株式会社__985814507__rep1__gas1.json,data/interim/unclear/985814507_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985814507_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/本田技研工業株式会社__985757509__rep1__gas1.json,data/interim/unclear/985757509_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985757509_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/東ソー株式会社__640351830__rep1__gas1.json,data/interim/unclear/640351830_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/640351830_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/東レ株式会社__985546003__rep1__gas1.json,data/interim/unclear/985546003_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985546003_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/東亞合成株式会社__985462709__rep1__gas1.json,data/interim/unclear/985462709_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985462709_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/東京電力ホールディングス株式会社__985496609__rep1__gas1.json,data/interim/unclear/985496609_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985496609_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/東北電力株式会社__100034834__rep1__gas1.json,data/interim/unclear/100034834_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/100034834_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/東急不動産ホールディングス株式会社__985471403__rep1__gas1.json,data/interim/unclear/985471403_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985471403_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/東急株式会社__985475903__rep1__gas1.json,data/interim/unclear/985475903_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985475903_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/東日本旅客鉄道株式会社__987070351__rep1__gas1.json,data/interim/unclear/987070351_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/987070351_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/東洋紡株式会社__580005000__rep1__gas1.json,data/interim/unclear/580005000_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/580005000_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/東邦チタニウム株式会社__985530701__rep1__gas1.json,data/interim/unclear/985530701_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985530701_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/栗田工業株式会社__985176001__rep1__gas1.json,data/interim/unclear/985176001_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985176001_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/株式会社_アイシン__400000066__rep1__gas1.json,data/interim/unclear/400000066_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/400000066_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/株式会社_上組__530011724__rep1__gas1.json,data/interim/unclear/530011724_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/530011724_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/株式会社アマダ__200106551__rep1__gas1.json,data/interim/unclear/200106551_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/200106551_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/株式会社アーレスティ__985724508__rep1__gas1.json,data/interim/unclear/985724508_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985724508_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/株式会社イトーキ__580191442__rep1__gas1.json,data/interim/unclear/580191442_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/580191442_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/株式会社エフ_シー_シー__430018867__rep1__gas1.json,data/interim/unclear/430018867_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/430018867_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/株式会社オキサイド__280263436__rep1__gas1.json,data/interim/unclear/280263436_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/280263436_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/株式会社カネカ__580046998__rep1__gas1.json,data/interim/unclear/580046998_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/580046998_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/株式会社クボタ__580010082__rep1__gas1.json,data/interim/unclear/580010082_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/580010082_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/株式会社クラレ__580006061__rep1__gas1.json,data/interim/unclear/580006061_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/580006061_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/株式会社ジェイテクト__580002189__rep1__gas1.json,data/interim/unclear/580002189_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/580002189_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/株式会社ダイセル__580005215__rep1__gas1.json,data/interim/unclear/580005215_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/580005215_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/株式会社ダイフク__580014081__rep1__gas1.json,data/interim/unclear/580014081_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/580014081_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/株式会社ダイヘン__580004129__rep1__gas1.json,data/interim/unclear/580004129_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/580004129_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/株式会社デンソー__400108408__rep1__gas1.json,data/interim/unclear/400108408_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/400108408_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/株式会社トクヤマ__640006257__rep1__gas1.json,data/interim/unclear/640006257_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/640006257_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/株式会社フジクラ__985741607__rep1__gas1.json,data/interim/unclear/985741607_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985741607_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_195808/raw_json/株式会社ブリヂストン__985721702__rep1__gas1.json,data/interim/unclear/985721702_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985721702_rep1_gas1.json,N
